annual_jobs,mean_wait_improvement_pct,baseline_gpu_hours,saved_gpu_hours,cloud_cost_reduction_usd,energy_saved_kwh,energy_cost_reduction_usd,total_annual_savings_usd,estimated_deployment_cost_usd,roi_pct
180000,7.897862356147857,450000.0,35540.380602665355,78188.83732586379,12439.133210932874,1741.4786495306025,79930.31597539439,42000,90.31027613189141
