scheduler,jobs_measured,mean_wait,median_wait,p95_wait,max_wait,mean_bounded_slowdown,p95_bounded_slowdown,mean_turnaround,fairness_gini,gpu_util,preemptions,trace,window,capacity,jobs_total,jobs_dropped_oversized,offered_load
SRPT_ORACLE,444,7032.078828828829,0.0,23371.099999999966,617773.0,1.1622543116817494,1.6345681659214268,14089.344594594595,0.9626286244325744,0.8047142237752316,487,sdsc,3,128,554,0,0.9468685438368055
PROACTIVE,444,14888.581081081082,194.5,45682.299999999974,323880.0,32.85956891352641,182.98999999999998,21945.846846846845,0.8738178167093851,0.7741996256968648,0,sdsc,3,128,554,0,0.9468685438368055
PROACTIVE_EST,444,10849.085585585586,0.0,21462.399999999994,381768.0,5.6986241322453,29.987485549132906,17906.35135135135,0.9419225908249976,0.7782769926538371,0,sdsc,3,128,554,0,0.9468685438368055
FCFS,315,10528.155555555555,0.0,42767.70000000004,389762.0,22.92173374477829,146.41622647395238,17426.920634920636,0.8643179370867393,0.6853228462504158,0,sdsc,4,128,436,0,0.717754322193287
FIFO_STRICT,315,73586.72698412699,79185.0,123346.0,171731.0,437.1738033688888,1531.875,80485.49206349206,0.2502650548313545,0.6271677764782149,0,sdsc,4,128,436,0,0.717754322193287
SJF_ORACLE,315,9041.603174603175,0.0,36181.100000000006,407272.0,17.686484771130957,134.81184364850245,15940.368253968254,0.8952619774501693,0.6727012462508067,0,sdsc,4,128,436,0,0.717754322193287
SJF_USEREST,315,8384.863492063492,0.0,35417.8,338710.0,14.467988540472712,67.54065217391317,15283.628571428571,0.9042380078329968,0.6586321745523638,0,sdsc,4,128,436,0,0.717754322193287
HRRN_USEREST,315,8582.374603174603,0.0,41811.200000000026,337130.0,18.602521909270806,122.98834437086121,15481.139682539682,0.8868064524114131,0.6818356314904097,0,sdsc,4,128,436,0,0.717754322193287
SMALLEST_FIRST,315,10699.695238095239,0.0,55549.10000000012,420224.0,17.732658687926136,123.18863938053099,17598.460317460318,0.9062044768671036,0.6630035787444045,0,sdsc,4,128,436,0,0.717754322193287
EASY_USEREST,315,8938.892063492063,0.0,52577.70000000004,70777.0,41.83783821341052,166.1920428426956,15837.657142857142,0.7808002323076987,0.6890196508290817,0,sdsc,4,128,436,0,0.717754322193287
EASY_ORACLE,315,7034.092063492063,0.0,35010.100000000006,82037.0,18.081396436405587,152.617987904544,13932.857142857143,0.8038470636157458,0.6890196508290817,0,sdsc,4,128,436,0,0.717754322193287
CONS_BF_USEREST,315,9694.574603174604,0.0,58095.50000000001,73862.0,46.74106029419649,220.73888888888905,16593.33968253968,0.776733909498791,0.6890196508290817,0,sdsc,4,128,436,0,0.717754322193287
SRPT_ORACLE,315,3208.911111111111,0.0,13982.400000000001,278641.0,1.0916125911742296,1.5557929253500637,10107.67619047619,0.9653228543259973,0.6905909002311257,154,sdsc,4,128,436,0,0.717754322193287
PROACTIVE,315,10590.679365079364,0.0,55549.10000000012,389762.0,17.770789059188637,118.37364306784669,17489.444444444445,0.9060010515576116,0.6630035787444045,0,sdsc,4,128,436,0,0.717754322193287
PROACTIVE_EST,315,10831.628571428571,0.0,36259.100000000006,378604.0,30.010473943389215,156.7821566464424,17730.393650793652,0.8387959825891598,0.6942922271066742,0,sdsc,4,128,436,0,0.717754322193287
FCFS,510,7498.921568627451,0.0,29640.699999999964,281543.0,14.808974843567917,53.655656556565376,13011.95294117647,0.7823312428110258,0.7528130026591541,0,sdsc,5,128,729,0,0.749697193287037
FIFO_STRICT,510,98657.58431372549,100844.5,162559.59999999995,170845.0,426.3208002020415,2166.088333333333,104170.61568627451,0.20159350573468887,0.7287334548379657,0,sdsc,5,128,729,0,0.749697193287037
SJF_ORACLE,510,5346.341176470588,0.0,29138.049999999967,594538.0,3.485490671604375,6.167919613859656,10859.372549019608,0.9034900863978422,0.7424633317973723,0,sdsc,5,128,729,0,0.749697193287037
SJF_USEREST,510,5787.717647058824,0.0,29760.899999999918,589865.0,5.681125272245645,13.855231673582141,11300.749019607843,0.8797319764023745,0.7464616621242416,0,sdsc,5,128,729,0,0.749697193287037
HRRN_USEREST,510,5540.288235294118,0.0,26251.69999999999,585822.0,5.478962688277155,11.3671646913255,11053.319607843137,0.866559302412914,0.7499558586179029,0,sdsc,5,128,729,0,0.749697193287037
SMALLEST_FIRST,510,6060.062745098039,0.0,33573.49999999991,620783.0,5.658586410897517,16.40030571149614,11573.094117647059,0.9001814350655813,0.7207800643845357,0,sdsc,5,128,729,0,0.749697193287037
EASY_USEREST,510,10633.335294117647,2483.0,48015.699999999946,117547.0,22.5305455546098,83.16666666666667,16146.366666666667,0.7150339311258493,0.7595653894638094,0,sdsc,5,128,729,0,0.749697193287037
EASY_ORACLE,510,8606.341176470589,212.5,38736.95,116412.0,16.90963810908348,135.12833333333316,14119.372549019608,0.738484511304295,0.7595653894638094,0,sdsc,5,128,729,0,0.749697193287037
CONS_BF_USEREST,510,11690.758823529412,5344.0,50129.899999999936,117844.0,29.32181290376694,138.68416666666664,17203.790196078433,0.6704027823748918,0.7595653894638094,0,sdsc,5,128,729,0,0.749697193287037
SRPT_ORACLE,510,2765.1862745098038,0.0,17109.399999999987,138509.0,1.1634577607052186,2.11356949789332,8278.217647058824,0.9208944809270033,0.7463425903632416,346,sdsc,5,128,729,0,0.749697193287037
PROACTIVE,510,5961.156862745098,0.0,33573.49999999991,594515.0,5.196874276406987,14.962675124761867,11474.188235294117,0.8973677070879664,0.7424829062523284,0,sdsc,5,128,729,0,0.749697193287037
PROACTIVE_EST,510,5496.366666666667,0.0,24143.149999999987,616133.0,6.69245688883867,31.719166666666627,11009.398039215686,0.8843990301740488,0.7245290336941409,0,sdsc,5,128,729,0,0.749697193287037
FCFS,244,21158.60655737705,381.0,97475.65,130661.0,56.01988476654756,299.8247646103896,29845.55737704918,0.7340334467255188,0.6970170352133549,0,sdsc,6,128,371,0,0.805636329933449
FIFO_STRICT,244,63342.75819672131,69093.5,123363.45,140081.0,438.9036406160511,1789.4533333333331,72029.70901639345,0.3693922269390682,0.6785317781915822,0,sdsc,6,128,371,0,0.805636329933449
SJF_ORACLE,244,9965.397540983606,0.0,43538.09999999999,282237.0,12.252204527567496,65.71567733990146,18652.34836065574,0.8944936950841395,0.7034027628653715,0,sdsc,6,128,371,0,0.805636329933449
SJF_USEREST,244,12091.47131147541,0.0,96512.09999999989,207094.0,16.81750455136169,76.10156037991858,20778.42213114754,0.8551778290893235,0.7010225131176764,0,sdsc,6,128,371,0,0.805636329933449
HRRN_USEREST,244,14518.581967213115,598.5,80802.4,193893.0,26.357171398398698,196.67166666666665,23205.532786885247,0.7866368014404657,0.7025281301630892,0,sdsc,6,128,371,0,0.805636329933449
SMALLEST_FIRST,244,15528.196721311475,0.0,109264.84999999999,229663.0,31.84718449136743,189.33621212121213,24215.147540983606,0.8374837661270029,0.7040886547514644,0,sdsc,6,128,371,0,0.805636329933449
EASY_USEREST,244,23508.118852459018,0.0,95823.54999999999,119461.0,68.72548844706417,379.65491228070175,32195.069672131147,0.705622186495742,0.7055059308881287,0,sdsc,6,128,371,0,0.805636329933449
EASY_ORACLE,244,21023.30737704918,1585.5,92181.49999999997,108219.0,63.18464998472013,358.7482142857138,29710.258196721312,0.7245263385785399,0.7041570325817008,0,sdsc,6,128,371,0,0.805636329933449
CONS_BF_USEREST,244,23790.430327868853,1134.0,95783.59999999996,121749.0,82.1583056323784,406.6216666666665,32477.381147540982,0.7007483978284863,0.6932399834500569,0,sdsc,6,128,371,0,0.805636329933449
SRPT_ORACLE,244,8206.532786885246,0.0,44831.25,281582.0,1.2395501778854119,2.3116554151481377,16893.483606557376,0.9383833739538362,0.6981360005541658,214,sdsc,6,128,371,0,0.805636329933449
PROACTIVE,244,16024.106557377048,0.0,117656.3,228476.0,31.99718443532179,189.32166666666666,24711.05737704918,0.8439536718734232,0.7040886547514644,0,sdsc,6,128,371,0,0.805636329933449
PROACTIVE_EST,244,11928.110655737704,0.0,92902.49999999981,218412.0,19.803818997141946,86.74749999999999,20615.061475409835,0.8700221902917809,0.6931219414455322,0,sdsc,6,128,371,0,0.805636329933449
FCFS,587,1576.252129471891,0.0,9281.999999999973,50011.0,4.984584896399944,13.815038703434762,5159.522998296423,0.9303562208823037,0.6855191287826897,0,sdsc,7,128,740,0,0.6950116644965277
FIFO_STRICT,587,14852.097103918228,10610.0,40338.9,59595.0,105.68479517840098,601.9918656716416,18435.36797274276,0.4774291406305573,0.6729823958401043,0,sdsc,7,128,740,0,0.6950116644965277
SJF_ORACLE,587,1344.2350936967632,0.0,8473.799999999988,57445.0,3.552044007279108,10.06819780219778,4927.505962521294,0.9242989936334752,0.6720537183203416,0,sdsc,7,128,740,0,0.6950116644965277
SJF_USEREST,587,1361.074957410562,0.0,8398.79999999997,53687.0,3.6301631836705317,9.82093386318478,4944.345826235094,0.9240528653418258,0.6720537183203416,0,sdsc,7,128,740,0,0.6950116644965277
HRRN_USEREST,587,1471.7086882453152,0.0,8549.099999999999,63997.0,4.124713676161978,11.609278520257103,5054.979557069847,0.9284784544830266,0.6720537183203416,0,sdsc,7,128,740,0,0.6950116644965277
SMALLEST_FIRST,587,1747.7751277683135,0.0,8790.49999999999,78904.0,5.760252727978584,10.366773109243677,5331.045996592845,0.9356217788256831,0.6830177463852352,0,sdsc,7,128,740,0,0.6950116644965277
EASY_USEREST,587,2791.8517887563885,0.0,17436.799999999985,42212.0,12.49576791043502,61.99249493813264,6375.12265758092,0.8545408496191189,0.673007286222792,0,sdsc,7,128,740,0,0.6950116644965277
EASY_ORACLE,587,2853.853492333901,0.0,17740.599999999977,42212.0,12.34448911944842,55.005000462149425,6437.124361158432,0.8533312334897706,0.673007286222792,0,sdsc,7,128,740,0,0.6950116644965277
CONS_BF_USEREST,587,2883.2180579216356,0.0,17018.199999999993,42670.0,13.501565064358939,62.491195418754465,6466.488926746167,0.8521354551764062,0.673007286222792,0,sdsc,7,128,740,0,0.6950116644965277
SRPT_ORACLE,587,563.572402044293,0.0,635.2999999999953,56232.0,1.0356635121796764,1.1604388518954365,4146.843270868824,0.9754221260245897,0.6721505988717273,161,sdsc,7,128,740,0,0.6950116644965277
PROACTIVE,587,1749.1090289608178,0.0,8790.49999999999,78904.0,5.763196673749768,10.366773109243677,5332.379897785349,0.93557385455689,0.6830177463852352,0,sdsc,7,128,740,0,0.6950116644965277
PROACTIVE_EST,587,1502.1039182282793,0.0,8335.799999999977,78904.0,4.657429954138081,10.366773109243677,5085.3747870528105,0.9331259187194318,0.6720537183203416,0,sdsc,7,128,740,0,0.6950116644965277
FCFS,397,7877.639798488665,0.0,43774.999999999935,372351.0,15.72370470819369,79.99809509524523,13043.54911838791,0.9025274654731364,0.6803168011870121,0,sdsc,8,128,631,0,0.8012596480758102
FIFO_STRICT,397,34254.52896725441,11187.0,170589.79999999993,201666.0,309.236619041486,1497.9433333333332,39420.43828715365,0.6511347733887972,0.6626182773333448,0,sdsc,8,128,631,0,0.8012596480758102
SJF_ORACLE,397,7049.984886649874,10.0,32313.399999999972,377714.0,11.286378268916424,76.85829521829521,12215.89420654912,0.9005287562640967,0.6767501524375342,0,sdsc,8,128,631,0,0.8012596480758102
SJF_USEREST,397,7429.1234256926955,10.0,34496.99999999998,372937.0,16.401327069721887,59.30279854557309,12595.03274559194,0.9080848133629659,0.6799252550253736,0,sdsc,8,128,631,0,0.8012596480758102
HRRN_USEREST,397,7162.581863979849,0.0,36335.19999999998,372937.0,12.908915407694138,74.95848876135813,12328.491183879094,0.9021752794620037,0.6799252550253736,0,sdsc,8,128,631,0,0.8012596480758102
SMALLEST_FIRST,397,8425.486146095718,0.0,36335.19999999998,369902.0,16.75856796390165,62.63664335664334,13591.395465994961,0.9136191435448969,0.6819580356140188,0,sdsc,8,128,631,0,0.8012596480758102
EASY_USEREST,397,8331.614609571789,105.0,39953.99999999999,174638.0,23.57844048608471,155.38,13497.523929471034,0.8344808812690877,0.680215196416307,0,sdsc,8,128,631,0,0.8012596480758102
EASY_ORACLE,397,8156.821158690176,186.0,37442.2,170627.0,21.52266041443036,122.07407407407405,13322.730478589421,0.8188263107465156,0.68290656554011,0,sdsc,8,128,631,0,0.8012596480758102
CONS_BF_USEREST,397,8687.37783375315,277.0,40704.0,176830.0,24.70073891524684,170.1533333333333,13853.287153652393,0.8253009272471641,0.6787533160619095,0,sdsc,8,128,631,0,0.8012596480758102
SRPT_ORACLE,397,3692.828715365239,0.0,25005.999999999978,155078.0,1.1491764044190171,1.9813215435572578,8858.738035264483,0.9471482074882325,0.6761944846035293,320,sdsc,8,128,631,0,0.8012596480758102
PROACTIVE,397,8300.44080604534,0.0,35957.8,369902.0,15.960057745368566,62.63664335664334,13466.350125944584,0.9156750401742118,0.6819580356140188,0,sdsc,8,128,631,0,0.8012596480758102
PROACTIVE_EST,397,6819.695214105794,0.0,36335.19999999998,362916.0,13.4383806068861,51.95314211212514,11985.604534005039,0.9004014896680815,0.6866836241968056,0,sdsc,8,128,631,0,0.8012596480758102
FCFS,629,13529.799682034976,1817.0,45141.4,171871.0,82.9245632144375,488.18333333333345,16689.860095389507,0.6973079578993111,0.7711626151817151,0,sdsc,9,128,842,0,0.8195593171296296
FIFO_STRICT,629,48733.049284578694,56082.0,95685.8,126649.0,366.0970794290878,1260.9166666666667,51893.10969793323,0.4006074076721637,0.7500336302683007,0,sdsc,9,128,842,0,0.8195593171296296
SJF_ORACLE,629,4946.378378378378,2.0,20033.800000000003,210189.0,20.056776067305023,112.08854166666694,8106.4387917329095,0.8384029209247584,0.7676380226768382,0,sdsc,9,128,842,0,0.8195593171296296
SJF_USEREST,629,6344.990461049285,0.0,23235.800000000003,221355.0,25.70463753109869,116.90027667184025,9505.050874403816,0.8340928506645529,0.7624332964373084,0,sdsc,9,128,842,0,0.8195593171296296
HRRN_USEREST,629,7465.18759936407,395.0,26959.600000000002,171230.0,36.98351370443931,140.26600408441118,10625.2480127186,0.7643896933707748,0.7711626151817151,0,sdsc,9,128,842,0,0.8195593171296296
SMALLEST_FIRST,629,6919.559618441971,0.0,23276.200000000008,221677.0,32.20845635152417,167.15041456016183,10079.620031796503,0.8272211318871506,0.7747654966940313,0,sdsc,9,128,842,0,0.8195593171296296
EASY_USEREST,629,16828.055643879172,3781.0,87810.6,123812.0,103.18198790199826,428.3521435793734,19988.116057233703,0.7295149443305421,0.765847191638294,0,sdsc,9,128,842,0,0.8195593171296296
EASY_ORACLE,629,15821.365659777424,4967.0,63180.40000000001,121848.0,90.35640551217318,370.39239291212607,18981.426073131955,0.6902601422727734,0.7653596307765473,0,sdsc,9,128,842,0,0.8195593171296296
CONS_BF_USEREST,629,16616.327503974564,4966.0,80362.4,121848.0,94.38246712432033,414.6945205479452,19776.387917329095,0.7111217827866375,0.7653687306387771,0,sdsc,9,128,842,0,0.8195593171296296
SRPT_ORACLE,629,2236.872813990461,0.0,3074.800000000018,235774.0,1.0789991725088448,1.3523559350707959,5396.933227344992,0.9807315864027296,0.7760948693129449,355,sdsc,9,128,842,0,0.8195593171296296
PROACTIVE,629,6722.39586645469,0.0,23374.00000000001,190817.0,30.293882660920424,168.13261880687563,9882.456279809221,0.8200269670797878,0.7746832777200372,0,sdsc,9,128,842,0,0.8195593171296296
PROACTIVE_EST,629,6680.189189189189,0.0,28996.2,193360.0,24.319160774431317,125.53437500000003,9840.24960254372,0.8213756474093408,0.7705491787401764,0,sdsc,9,128,842,0,0.8195593171296296
FCFS,303,4313.392739273927,0.0,28402.399999999983,115347.0,11.704850454613307,39.598333333333315,9371.801980198019,0.8747463392646185,0.7362687064422013,0,sdsc,10,128,403,0,0.7439194245515046
FIFO_STRICT,303,30465.204620462046,31153.0,47781.399999999994,68965.0,243.51888171885008,695.77,35523.61386138614,0.22982733328983138,0.7136741772436865,0,sdsc,10,128,403,0,0.7439194245515046
SJF_ORACLE,303,4749.63696369637,0.0,19751.099999999988,155545.0,15.523173604803478,119.23999999999951,9808.046204620461,0.8737540310446683,0.734240872129419,0,sdsc,10,128,403,0,0.7439194245515046
SJF_USEREST,303,5906.283828382839,0.0,23488.39999999995,340888.0,28.07740325455852,142.53999999999954,10964.69306930693,0.8849898006088012,0.734240872129419,0,sdsc,10,128,403,0,0.7439194245515046
HRRN_USEREST,303,5405.399339933993,0.0,28746.199999999975,155545.0,21.002174656738646,158.31177083333304,10463.808580858085,0.847598530096184,0.734240872129419,0,sdsc,10,128,403,0,0.7439194245515046
SMALLEST_FIRST,303,7094.630363036304,0.0,54374.99999999986,193810.0,14.334796861058637,79.81041486187442,12153.039603960397,0.9044874319122593,0.7223508962848871,0,sdsc,10,128,403,0,0.7439194245515046
EASY_USEREST,303,4379.349834983498,0.0,28402.399999999983,68965.0,11.736391775110937,38.95462025316455,9437.75907590759,0.8570372285434381,0.7320056930063025,0,sdsc,10,128,403,0,0.7439194245515046
EASY_ORACLE,303,4284.976897689769,0.0,28402.399999999983,68965.0,11.38308203358333,31.11698526145767,9343.386138613861,0.8591677369020378,0.7373989064436006,0,sdsc,10,128,403,0,0.7439194245515046
CONS_BF_USEREST,303,4405.973597359736,0.0,28440.099999999995,68965.0,10.355176844373368,33.175857142857126,9464.38283828383,0.8523836968081944,0.7293989818571266,0,sdsc,10,128,403,0,0.7439194245515046
SRPT_ORACLE,303,2313.115511551155,0.0,9067.599999999955,132161.0,1.0750290234045055,1.395190871669908,7371.524752475248,0.9610081372139874,0.7360246703275736,211,sdsc,10,128,403,0,0.7439194245515046
PROACTIVE,303,7094.630363036304,0.0,54374.99999999986,193810.0,14.334796861058637,79.81041486187442,12153.039603960397,0.9044874319122593,0.7223508962848871,0,sdsc,10,128,403,0,0.7439194245515046
PROACTIVE_EST,303,6497.501650165016,0.0,54722.5,166643.0,12.763410693562351,49.19860197368421,11555.910891089108,0.9132944252249582,0.7219330536704507,0,sdsc,10,128,403,0,0.7439194245515046
FCFS,233,3861.2703862660946,0.0,36687.59999999998,53004.0,21.72667613080273,46.26430636595239,10397.399141630902,0.8959012082690255,0.5634758092168427,0,sdsc,11,128,364,0,0.594372413917824
FIFO_STRICT,233,9530.931330472104,765.0,34752.799999999996,40630.0,81.97665265072293,565.7299999999999,16067.06008583691,0.676807147047635,0.5615828644251663,0,sdsc,11,128,364,0,0.594372413917824
SJF_ORACLE,233,2317.708154506438,0.0,14438.599999999975,51768.0,10.429457512696903,62.40809844516502,8853.836909871245,0.871253599949861,0.5628613014730866,0,sdsc,11,128,364,0,0.594372413917824
SJF_USEREST,233,2377.0,0.0,15393.4,33656.0,10.823714534736245,62.40809844516502,8913.128755364807,0.8630759236279469,0.5651140275801583,0,sdsc,11,128,364,0,0.594372413917824
HRRN_USEREST,233,2295.6094420600857,0.0,18425.59999999997,42071.0,7.8348216855947515,32.489075630251634,8831.738197424893,0.9068683642088151,0.5651140275801583,0,sdsc,11,128,364,0,0.594372413917824
SMALLEST_FIRST,233,2972.31330472103,0.0,23831.599999999973,54362.0,10.410991694298628,37.546666666665914,9508.442060085838,0.9118093111237502,0.5634758092168427,0,sdsc,11,128,364,0,0.594372413917824
EASY_USEREST,233,4492.115879828326,0.0,27768.199999999997,40143.0,28.887807364786493,145.10333333333307,11028.244635193134,0.8392771207283295,0.5618821016510569,0,sdsc,11,128,364,0,0.594372413917824
EASY_ORACLE,233,4322.733905579399,0.0,27768.199999999997,40143.0,26.527702481191557,138.01176336746298,10858.862660944205,0.846824255617727,0.5618821016510569,0,sdsc,11,128,364,0,0.594372413917824
CONS_BF_USEREST,233,4492.115879828326,0.0,27768.199999999997,40143.0,28.887807364786493,145.10333333333307,11028.244635193134,0.8392771207283295,0.5618821016510569,0,sdsc,11,128,364,0,0.594372413917824
SRPT_ORACLE,233,1344.1244635193134,0.0,5215.999999999926,59986.0,1.0409799392537438,1.173041356532835,7880.2532188841205,0.9636561001972656,0.5569163851223331,44,sdsc,11,128,364,0,0.594372413917824
PROACTIVE,233,2972.31330472103,0.0,23831.599999999973,54362.0,10.410991694298628,37.546666666665914,9508.442060085838,0.9118093111237502,0.5634758092168427,0,sdsc,11,128,364,0,0.594372413917824
PROACTIVE_EST,233,2523.9484978540772,0.0,16704.599999999886,47555.0,8.934027441346124,35.960394592619515,9060.077253218884,0.9052883961365801,0.5651140275801583,0,sdsc,11,128,364,0,0.594372413917824
FCFS,160,19931.44375,7217.0,49600.34999999993,362649.0,75.9091306856429,392.9677659574464,31835.65625,0.7429927049156938,0.7670124282227596,0,sdsc,12,128,205,0,0.7796521538628473
FIFO_STRICT,160,45366.8625,42390.0,75492.29999999999,82073.0,257.88049822016205,981.8533333333334,57271.075,0.2284777139095744,0.762681605409154,0,sdsc,12,128,205,0,0.7796521538628473
SJF_ORACLE,160,15981.0375,993.5,62286.04999999994,374734.0,45.607425504585684,183.11592857142827,27885.25,0.8479851804834324,0.7670124282227596,0,sdsc,12,128,205,0,0.7796521538628473
SJF_USEREST,160,16294.95,1952.5,42763.69999999986,365254.0,47.648784793586906,242.95374293785227,28199.1625,0.8185589467519078,0.7670124282227596,0,sdsc,12,128,205,0,0.7796521538628473
HRRN_USEREST,160,17603.43125,4353.0,49603.95,365895.0,50.27127996615844,245.04591807909605,29507.64375,0.7909966127874928,0.7670124282227596,0,sdsc,12,128,205,0,0.7796521538628473
SMALLEST_FIRST,160,20006.85,1325.0,68043.44999999992,370271.0,52.85836311521966,290.58198717948596,31911.0625,0.8131936608586559,0.7670124282227596,0,sdsc,12,128,205,0,0.7796521538628473
EASY_USEREST,160,16308.06875,11998.0,48695.2,77578.0,43.988615695849845,258.18947115384617,28212.28125,0.5629860443890696,0.762681605409154,0,sdsc,12,128,205,0,0.7796521538628473
EASY_ORACLE,160,19719.78125,16660.0,57513.24999999997,82046.0,34.804802959770406,251.00845365139145,31623.99375,0.5780422042111902,0.7672649105329581,0,sdsc,12,128,205,0,0.7796521538628473
CONS_BF_USEREST,160,16357.36875,11908.5,48695.2,77578.0,43.53938645507995,258.18947115384617,28261.58125,0.5634762586930432,0.762681605409154,0,sdsc,12,128,205,0,0.7796521538628473
SRPT_ORACLE,160,4629.15,0.0,23613.249999999996,119103.0,1.1381660548972778,1.7586231936517231,16533.3625,0.908606078464729,0.7691612620240755,137,sdsc,12,128,205,0,0.7796521538628473
PROACTIVE,160,19880.625,1325.0,68043.44999999992,366905.0,52.40611294213481,290.58198717948596,31784.8375,0.8124336862208809,0.7670124282227596,0,sdsc,12,128,205,0,0.7796521538628473
PROACTIVE_EST,160,18006.725,2268.5,64170.89999999998,374946.0,47.81039160881223,165.01249999999996,29910.9375,0.8275623065826796,0.7670124282227596,0,sdsc,12,128,205,0,0.7796521538628473
FCFS,303,10659.059405940594,0.0,47535.399999999914,346196.0,30.842344142819194,197.42436936936926,16147.706270627063,0.88396682278753,0.7131667848485417,0,sdsc,13,128,352,0,0.7487813765914352
FIFO_STRICT,303,50332.44554455446,46168.0,106377.59999999998,114921.0,243.94387959362498,1428.358333333333,55821.092409240926,0.3989669961809479,0.7036477486053693,0,sdsc,13,128,352,0,0.7487813765914352
SJF_ORACLE,303,9312.709570957095,0.0,29114.499999999844,419192.0,19.66337945324234,47.43071926352908,14801.356435643564,0.9485164475261751,0.7131667848485417,0,sdsc,13,128,352,0,0.7487813765914352
SJF_USEREST,303,9936.943894389438,0.0,30239.69999999999,419192.0,21.719902196425846,50.939887005649624,15425.590759075907,0.945220066114109,0.7131667848485417,0,sdsc,13,128,352,0,0.7487813765914352
HRRN_USEREST,303,10299.63696369637,0.0,49378.79999999996,419192.0,22.538606479565985,59.18897038661912,15788.283828382839,0.9394291432321914,0.7131667848485417,0,sdsc,13,128,352,0,0.7487813765914352
SMALLEST_FIRST,303,10083.125412541254,0.0,48630.39999999966,419192.0,20.602883209899847,57.60168586052449,15571.772277227723,0.9431969940692574,0.7131667848485417,0,sdsc,13,128,352,0,0.7487813765914352
EASY_USEREST,303,8418.679867986799,0.0,47283.799999999996,78810.0,22.14020410024903,125.51070590744284,13907.326732673268,0.7906711045409678,0.7036477486053693,0,sdsc,13,128,352,0,0.7487813765914352
EASY_ORACLE,303,7979.73597359736,0.0,46403.89999999991,70848.0,19.482603201118504,108.13890390390371,13468.38283828383,0.7902849829373432,0.7036477486053693,0,sdsc,13,128,352,0,0.7487813765914352
CONS_BF_USEREST,303,14479.125412541254,1594.0,61258.19999999999,91119.0,34.62006438166479,135.75713412527568,19967.772277227723,0.7265502731756704,0.7036477486053693,0,sdsc,13,128,352,0,0.7487813765914352
SRPT_ORACLE,303,2403.8118811881186,0.0,15983.599999999944,98056.0,1.082451479283955,1.6593821463934757,7892.458745874587,0.9462917261926164,0.7174768841624756,200,sdsc,13,128,352,0,0.7487813765914352
PROACTIVE,303,10098.57095709571,0.0,48953.49999999965,419192.0,20.74228946819788,58.20001919385796,15587.217821782178,0.9429439544623707,0.7131667848485417,0,sdsc,13,128,352,0,0.7487813765914352
PROACTIVE_EST,303,9870.627062706271,0.0,30239.69999999999,419192.0,21.03771292267237,51.850310734463164,15359.27392739274,0.9454698390796682,0.7131667848485417,0,sdsc,13,128,352,0,0.7487813765914352
FCFS,323,3053.5758513931887,0.0,16474.899999999998,71440.0,8.58783622252812,23.611666666666626,11375.052631578947,0.8835981459587502,0.6542665782735122,0,sdsc,14,128,500,0,0.6958443106192129
FIFO_STRICT,323,11008.383900928793,2319.0,31642.799999999992,73925.0,56.511526234648215,349.87666666666655,19329.86068111455,0.6384905482858537,0.647287276435325,0,sdsc,14,128,500,0,0.6958443106192129
SJF_ORACLE,323,2279.3684210526317,0.0,13800.699999999959,71642.0,7.498354555946006,9.19264351559753,10600.84520123839,0.8872546286267037,0.645860397065743,0,sdsc,14,128,500,0,0.6958443106192129
SJF_USEREST,323,2391.2321981424147,0.0,17162.69999999997,63142.0,8.3247641778349,8.733080127419749,10712.708978328174,0.9036102811544172,0.645860397065743,0,sdsc,14,128,500,0,0.6958443106192129
HRRN_USEREST,323,2437.532507739938,0.0,13338.99999999997,67280.0,7.995535554744822,10.547250313527947,10759.009287925697,0.8915037010490645,0.645860397065743,0,sdsc,14,128,500,0,0.6958443106192129
SMALLEST_FIRST,323,2898.0897832817336,0.0,16474.899999999998,59480.0,8.723145053722158,12.11773523265736,11219.566563467492,0.8909558174085467,0.645860397065743,0,sdsc,14,128,500,0,0.6958443106192129
EASY_USEREST,323,3798.2074303405575,0.0,27891.29999999998,73925.0,9.196377894879737,16.715253483023204,12119.684210526315,0.874721071424897,0.6518172255867835,0,sdsc,14,128,500,0,0.6958443106192129
EASY_ORACLE,323,3551.2383900928794,0.0,22979.199999999983,71440.0,10.397070507009266,13.669280219247607,11872.715170278638,0.8655618160625528,0.6542665782735122,0,sdsc,14,128,500,0,0.6958443106192129
CONS_BF_USEREST,323,3733.5665634674924,0.0,23814.29999999998,73925.0,8.924870132983724,22.779028455025426,12055.043343653251,0.8561466841540001,0.6518172255867835,0,sdsc,14,128,500,0,0.6958443106192129
SRPT_ORACLE,323,1505.826625386997,0.0,8252.999999999998,65892.0,1.036236449081836,1.2174875967622605,9827.303405572755,0.9494578870233519,0.6440877440099481,124,sdsc,14,128,500,0,0.6958443106192129
PROACTIVE,323,3588.622291021672,0.0,26282.999999999975,65006.0,9.423568075183727,16.69406431459578,11910.09907120743,0.8858994911489431,0.645860397065743,0,sdsc,14,128,500,0,0.6958443106192129
PROACTIVE_EST,323,3298.7925696594425,0.0,16959.899999999998,73885.0,9.541040600303946,27.17942105018793,11620.2693498452,0.8705644788831046,0.6510633589606974,0,sdsc,14,128,500,0,0.6958443106192129
FCFS,178,8722.47191011236,0.0,51776.150000000016,66872.0,35.03952748259727,313.3258178053833,18141.3595505618,0.771765744159489,0.5577781843992959,0,sdsc,15,128,252,0,0.5839059606481481
