trace,reference,scheduler,metric,mean_wait_sched,mean_wait_ref,mean_diff,pct_vs_ref,cohens_dz,ttest_p,wilcoxon_p,ttest_p_holm,wilcoxon_p_holm,mean_bounded_slowdown_sched,mean_bounded_slowdown_ref
lanl,PROACTIVE,SJF_ORACLE,mean_wait,1380.4325198298225,2229.3240321438557,-848.8915123140335,-38.07842646803063,-0.459600913768,0.053848801876716146,4.76837158203125e-05,0.3230928112602969,0.0003337860107421875,,
lanl,PROACTIVE,SJF_USEREST,mean_wait,1889.184549944727,2229.3240321438557,-340.1394821991287,-15.257516507011747,-0.31068473756100573,0.1807728824235223,0.14290618896484375,0.5423186472705669,0.42871856689453125,,
lanl,PROACTIVE,SMALLEST_FIRST,mean_wait,2549.341513987956,2229.3240321438557,320.0174818441005,14.354911050609001,0.544568218627053,0.024898696109640173,0.002902103448847165,0.24898696109640173,0.014510517244235823,,
lanl,PROACTIVE,SRPT_ORACLE,mean_wait,878.3746746811527,2229.3240321438557,-1350.949357462703,-60.59905774054508,-0.5788737608936682,0.018010191132128157,1.9073486328125e-06,0.19811210245340974,2.09808349609375e-05,,
lanl,EASY_USEREST,CONS_BF_USEREST,mean_wait,6815.033337057475,4810.48605801774,2004.5472790397337,41.67036874992521,0.41605527353401195,0.07834192902299003,0.000133514404296875,0.23468173461557731,0.000133514404296875,,
lanl,EASY_USEREST,EASY_ORACLE,mean_wait,2758.8470633726306,4810.48605801774,-2051.638994645111,-42.64930757310065,-0.5448194221835868,0.0248402957243515,1.9073486328125e-06,0.23468173461557731,2.09808349609375e-05,,
lanl,EASY_USEREST,FCFS,mean_wait,2329.1482761330662,4810.48605801774,-2481.3377818846757,-51.58185164571836,-0.5523173222988881,0.0231550305815631,1.9073486328125e-06,0.23468173461557731,2.09808349609375e-05,,
lanl,EASY_USEREST,FIFO_STRICT,mean_wait,12343.719541058064,4810.48605801774,7533.233483040322,156.60025602786064,0.5001489068539988,0.037489872405307434,1.9073486328125e-06,0.23468173461557731,2.09808349609375e-05,,
lanl,EASY_USEREST,HRRN_USEREST,mean_wait,1771.8124708686748,4810.48605801774,-3038.673587149067,-63.16770385571422,-0.5295628854881291,0.028629037941264018,1.9073486328125e-06,0.23468173461557731,2.09808349609375e-05,,
lanl,EASY_USEREST,PROACTIVE,mean_wait,2229.3240321438557,4810.48605801774,-2581.162025873886,-53.6569900576223,-0.5421573879434745,0.02546573338330024,1.9073486328125e-06,0.23468173461557731,2.09808349609375e-05,,
lanl,EASY_USEREST,PROACTIVE_EST,mean_wait,2219.442479504783,4810.48605801774,-2591.043578512959,-53.86240698472478,-0.5519494314657379,0.023235157039653516,1.9073486328125e-06,0.23468173461557731,2.09808349609375e-05,,
lanl,EASY_USEREST,SJF_ORACLE,mean_wait,1380.4325198298225,4810.48605801774,-3430.0535381879185,-71.3036790216027,-0.5298701210184047,0.028547701852039274,1.9073486328125e-06,0.23468173461557731,2.09808349609375e-05,,
lanl,EASY_USEREST,SJF_USEREST,mean_wait,1889.184549944727,4810.48605801774,-2921.301508073014,-60.72778244942667,-0.5096017282002493,0.034398636812188646,1.9073486328125e-06,0.23468173461557731,2.09808349609375e-05,,
lanl,EASY_USEREST,SMALLEST_FIRST,mean_wait,2549.341513987956,4810.48605801774,-2261.144544029785,-47.00449220221908,-0.5125434959628616,0.03348566799610008,2.6702880859375e-05,0.23468173461557731,5.340576171875e-05,,
lanl,EASY_USEREST,SRPT_ORACLE,mean_wait,878.3746746811527,4810.48605801774,-3932.111383336588,-81.74041741131032,-0.5610140264383087,0.021334703146870665,1.9073486328125e-06,0.23468173461557731,2.09808349609375e-05,,
lanl,PROACTIVE,CONS_BF_USEREST,mean_bounded_slowdown,,,22.298971405806938,363.96986502780123,0.4134514266769086,0.08007810068584327,1.9073486328125e-06,0.569962370981217,2.09808349609375e-05,28.425569662534507,6.126598256727564
lanl,PROACTIVE,EASY_ORACLE,mean_bounded_slowdown,,,2.341643731364404,38.22094469460382,0.374409955494118,0.11043171748478388,0.06372261047363281,0.6038357978608104,0.25489044189453125,8.46824198809197,6.126598256727564
lanl,PROACTIVE,EASY_USEREST,mean_bounded_slowdown,,,14.42004048156104,235.3678155039221,0.4534190118801225,0.056844832358824454,1.9073486328125e-06,0.5116034912294201,2.09808349609375e-05,20.54663873828861,6.126598256727564
lanl,PROACTIVE,FCFS,mean_bounded_slowdown,,,2.086210261115558,34.05169024792361,0.3599621614285747,0.1239307410976927,0.2942523956298828,0.6038357978608104,0.5885047912597656,8.212808517843126,6.126598256727564
lanl,PROACTIVE,FIFO_STRICT,mean_bounded_slowdown,,,65.24875331111747,1065.007865326707,0.4272566247441737,0.07124529637265213,1.9073486328125e-06,0.569962370981217,2.09808349609375e-05,71.375351567845,6.126598256727564
lanl,PROACTIVE,HRRN_USEREST,mean_bounded_slowdown,,,-1.1420269104237117,-18.640473270295825,-0.38586518436254647,0.1006392996434684,0.017181396484375,0.6038357978608104,0.085906982421875,4.984571346303853,6.126598256727564
lanl,PROACTIVE,PROACTIVE_EST,mean_bounded_slowdown,,,-0.28831610874467417,-4.705973799213565,-0.09490753766670772,0.6760126550012768,0.40909767150878906,0.6760126550012768,0.5885047912597656,5.838282147982891,6.126598256727564
