mean_wait,max_wait,p95_wait,mean_turnaround,mean_bounded_slowdown,throughput,fairness_gini,gpu_util,preemptions,pred_wait_mae,run,scheduler,over_factor
20.545454545454547,80.0,61.19999999999999,33.445454545454545,2.8701630333656087,0.36666666666666664,0.5356395816572808,0.6472916666666667,0,,1,FIFO,
16.418181818181818,141.0,84.19999999999999,29.318181818181817,2.0395731021019508,0.36666666666666664,0.7633444075304541,0.6472916666666667,0,,1,SJF,
23.009090909090908,60.0,53.55,35.90909090909091,3.030099303704708,0.36666666666666664,0.43428396968499694,0.6472916666666667,0,,1,BACKFILL,
20.1,127.0,103.1,33.0,2.859179801302303,0.36666666666666664,0.745754697586448,0.6472916666666667,0,19.426956359618767,1,PROACTIVE,
17.2,87.0,70.0,30.1,2.281984024395719,0.36666666666666664,0.6745915817797424,0.6472916666666667,0,,1,SJF_MODAL,
22.945454545454545,63.0,57.55,35.845454545454544,3.0373488172552343,0.36666666666666664,0.45344330788070886,0.6472916666666667,0,,1,BACKFILL_MODAL,
16.418181818181818,141.0,84.19999999999999,29.318181818181817,2.0395731021019508,0.36666666666666664,0.7633444075304541,0.6472916666666667,0,,1,SJF_EST,1.0
23.009090909090908,60.0,53.55,35.90909090909091,3.030099303704708,0.36666666666666664,0.43428396968499694,0.6472916666666667,0,,1,BACKFILL_EST,1.0
16.354545454545455,113.0,77.59999999999997,29.254545454545454,2.1044742317912877,0.36666666666666664,0.7396078629541664,0.6472916666666667,0,,1,SJF_EST,2.0
22.59090909090909,60.0,56.0,35.49090909090909,3.015054476006841,0.36666666666666664,0.47827693433327234,0.6472916666666667,0,,1,BACKFILL_EST,2.0
17.80909090909091,157.0,93.1,30.70909090909091,2.2221946754577626,0.36666666666666664,0.7761984314817393,0.6472916666666667,0,,1,SJF_EST,3.0
23.6,62.0,56.55,36.5,3.0773026721535035,0.36666666666666664,0.45233926320212914,0.6472916666666667,0,,1,BACKFILL_EST,3.0
17.945454545454545,165.0,91.94999999999997,30.845454545454544,2.2954906168588267,0.36666666666666664,0.7610665929814866,0.6472916666666667,0,,1,SJF_EST,5.0
22.454545454545453,66.0,59.0,35.35454545454545,3.0046807895485075,0.36666666666666664,0.5091203533308797,0.6472916666666667,0,,1,BACKFILL_EST,5.0
17.936363636363637,127.0,102.64999999999999,30.836363636363636,2.4170771089857075,0.36666666666666664,0.7611528360134544,0.6472916666666667,0,,1,SJF_EST,10.0
