mean_wait,max_wait,p95_wait,mean_turnaround,mean_bounded_slowdown,throughput,fairness_gini,gpu_util,preemptions,pred_wait_mae,run,scheduler
13.063636363636364,181.0,77.04999999999997,25.509090909090908,1.8428835156150105,0.36666666666666664,0.8028405136964636,0.65,0,,4,SJF
13.6,175.0,79.04999999999997,26.045454545454547,2.010189082581427,0.36666666666666664,0.7806149732620321,0.65,0,,4,SJF_EST
18.98181818181818,110.0,80.0,31.427272727272726,3.0003664432168513,0.36666666666666664,0.6994775339602926,0.65,0,,4,PRIORITY
15.554545454545455,65.0,57.19999999999999,28.0,2.3250186851098054,0.36666666666666664,0.5660113702778811,0.65,0,,4,HRRN
18.618181818181817,155.0,95.64999999999999,31.063636363636363,2.994504867845355,0.36666666666666664,0.7801669034090909,0.65,0,,4,SMALLEST
18.563636363636363,96.0,85.0,31.009090909090908,2.957791024413244,0.36666666666666664,0.7514201762977474,0.65,0,16.784325077520176,4,PROACTIVE
18.618181818181817,155.0,95.64999999999999,31.063636363636363,2.994504867845355,0.36666666666666664,0.7801669034090909,0.65,0,17.60450379832174,4,NN
20.6,50.0,49.0,33.04545454545455,3.021163719673078,0.36666666666666664,0.431035866163845,0.65,0,,4,BACKFILL
20.081818181818182,58.0,55.55,32.527272727272724,2.972303703895317,0.36666666666666664,0.4956870653113297,0.65,0,,4,BACKFILL_EST
24.227272727272727,52.0,48.0,36.67272727272727,3.296165440166988,0.36666666666666664,0.3661095002558417,0.65,0,,4,CONS_BF
20.045454545454547,55.0,49.64999999999999,32.49090909090909,2.9641783543644644,0.36666666666666664,0.49613275613275615,0.65,0,9.63080281252888,4,PROACTIVE_BF
14.036363636363637,179.0,97.84999999999998,26.48181818181818,1.8045572312417233,0.36666666666666664,0.8371643900141309,0.6673958333333333,43,,4,SRPT
12.845454545454546,51.0,35.0,25.345454545454544,2.279102481157083,0.36666666666666664,0.5281026828797529,0.6079166666666667,0,,5,FIFO
20.854545454545455,41.0,37.55,33.35454545454545,3.0618480389891873,0.36666666666666664,0.29705159705159706,0.6079166666666667,0,,5,FIFO_STRICT
9.163636363636364,164.0,65.94999999999997,21.663636363636364,1.583555006537697,0.36666666666666664,0.7973665223665223,0.6079166666666667,0,,5,SJF
9.718181818181819,173.0,50.049999999999855,22.21818181818182,1.6997797587376813,0.36666666666666664,0.8368993962071606,0.6079166666666667,0,,5,SJF_EST
11.827272727272728,105.0,57.099999999999994,24.327272727272728,2.192251403410987,0.36666666666666664,0.7583327510306757,0.6079166666666667,0,,5,PRIORITY
11.681818181818182,57.0,36.55,24.181818181818183,1.9800288278894387,0.36666666666666664,0.602695436858861,0.6079166666666667,0,,5,HRRN
